task_type,input_shape_batch1,output_shape_batch1,activation_precision,input_bytes,output_bytes,round_trip_bytes,pcie_effective_bandwidth_GBps,one_way_fixed_latency_us,fpga_speedup_over_gpu,communication_time_us,minimum_gpu_latency_for_offload_us
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,8,20,8,229.120000,261.851429
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,8,50,2,289.120000,578.240000
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,8,50,4,289.120000,385.493333
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,8,50,8,289.120000,330.422857
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,10,2,114.560000,229.120000
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,10,4,114.560000,152.746667
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,10,8,114.560000,130.925714
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,20,2,134.560000,269.120000
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,20,4,134.560000,179.413333
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,20,8,134.560000,153.782857
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,50,2,194.560000,389.120000
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,50,4,194.560000,259.413333
linear_ffn2,1x197x3072,1x197x768,FP16,1210368,302592,1512960,16,50,8,194.560000,222.354286
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,10,2,398.240000,796.480000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,10,4,398.240000,530.986667
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,10,8,398.240000,455.131429
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,20,2,418.240000,836.480000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,20,4,418.240000,557.653333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,20,8,418.240000,477.988571
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,50,2,478.240000,956.480000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,50,4,478.240000,637.653333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,2,50,8,478.240000,546.560000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,10,2,209.120000,418.240000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,10,4,209.120000,278.826667
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,10,8,209.120000,238.994286
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,20,2,229.120000,458.240000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,20,4,229.120000,305.493333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,20,8,229.120000,261.851429
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,50,2,289.120000,578.240000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,50,4,289.120000,385.493333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,4,50,8,289.120000,330.422857
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,10,2,114.560000,229.120000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,10,4,114.560000,152.746667
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,10,8,114.560000,130.925714
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,20,2,134.560000,269.120000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,20,4,134.560000,179.413333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,20,8,134.560000,153.782857
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,50,2,194.560000,389.120000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,50,4,194.560000,259.413333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,8,50,8,194.560000,222.354286
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,10,2,67.280000,134.560000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,10,4,67.280000,89.706667
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,10,8,67.280000,76.891429
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,20,2,87.280000,174.560000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,20,4,87.280000,116.373333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,20,8,87.280000,99.748571
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,50,2,147.280000,294.560000
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,50,4,147.280000,196.373333
linear_ffn2,1x197x3072,1x197x768,INT8,605184,151296,756480,16,50,8,147.280000,168.320000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,10,2,625.184000,1250.368000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,10,4,625.184000,833.578667
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,10,8,625.184000,714.496000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,20,2,645.184000,1290.368000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,20,4,645.184000,860.245333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,20,8,645.184000,737.353143
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,50,2,705.184000,1410.368000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,50,4,705.184000,940.245333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,2,50,8,705.184000,805.924571
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,10,2,322.592000,645.184000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,10,4,322.592000,430.122667
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,10,8,322.592000,368.676571
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,20,2,342.592000,685.184000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,20,4,342.592000,456.789333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,20,8,342.592000,391.533714
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,50,2,402.592000,805.184000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,50,4,402.592000,536.789333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,4,50,8,402.592000,460.105143
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,10,2,171.296000,342.592000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,10,4,171.296000,228.394667
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,10,8,171.296000,195.766857
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,20,2,191.296000,382.592000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,20,4,191.296000,255.061333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,20,8,191.296000,218.624000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,50,2,251.296000,502.592000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,50,4,251.296000,335.061333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,8,50,8,251.296000,287.195429
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,10,2,95.648000,191.296000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,10,4,95.648000,127.530667
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,10,8,95.648000,109.312000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,20,2,115.648000,231.296000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,20,4,115.648000,154.197333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,20,8,115.648000,132.169143
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,50,2,175.648000,351.296000
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,50,4,175.648000,234.197333
linear_projection,1x197x768,1x197x768,FP32,605184,605184,1210368,16,50,8,175.648000,200.740571
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,10,2,322.592000,645.184000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,10,4,322.592000,430.122667
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,10,8,322.592000,368.676571
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,20,2,342.592000,685.184000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,20,4,342.592000,456.789333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,20,8,342.592000,391.533714
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,50,2,402.592000,805.184000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,50,4,402.592000,536.789333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,2,50,8,402.592000,460.105143
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,10,2,171.296000,342.592000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,10,4,171.296000,228.394667
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,10,8,171.296000,195.766857
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,20,2,191.296000,382.592000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,20,4,191.296000,255.061333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,20,8,191.296000,218.624000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,50,2,251.296000,502.592000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,50,4,251.296000,335.061333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,4,50,8,251.296000,287.195429
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,10,2,95.648000,191.296000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,10,4,95.648000,127.530667
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,10,8,95.648000,109.312000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,20,2,115.648000,231.296000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,20,4,115.648000,154.197333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,20,8,115.648000,132.169143
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,50,2,175.648000,351.296000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,50,4,175.648000,234.197333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,8,50,8,175.648000,200.740571
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,10,2,57.824000,115.648000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,10,4,57.824000,77.098667
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,10,8,57.824000,66.084571
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,20,2,77.824000,155.648000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,20,4,77.824000,103.765333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,20,8,77.824000,88.941714
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,50,2,137.824000,275.648000
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,50,4,137.824000,183.765333
linear_projection,1x197x768,1x197x768,FP16,302592,302592,605184,16,50,8,137.824000,157.513143
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,10,2,171.296000,342.592000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,10,4,171.296000,228.394667
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,10,8,171.296000,195.766857
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,20,2,191.296000,382.592000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,20,4,191.296000,255.061333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,20,8,191.296000,218.624000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,50,2,251.296000,502.592000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,50,4,251.296000,335.061333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,2,50,8,251.296000,287.195429
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,10,2,95.648000,191.296000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,10,4,95.648000,127.530667
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,10,8,95.648000,109.312000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,20,2,115.648000,231.296000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,20,4,115.648000,154.197333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,20,8,115.648000,132.169143
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,50,2,175.648000,351.296000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,50,4,175.648000,234.197333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,4,50,8,175.648000,200.740571
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,10,2,57.824000,115.648000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,10,4,57.824000,77.098667
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,10,8,57.824000,66.084571
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,20,2,77.824000,155.648000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,20,4,77.824000,103.765333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,20,8,77.824000,88.941714
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,50,2,137.824000,275.648000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,50,4,137.824000,183.765333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,8,50,8,137.824000,157.513143
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,10,2,38.912000,77.824000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,10,4,38.912000,51.882667
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,10,8,38.912000,44.470857
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,20,2,58.912000,117.824000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,20,4,58.912000,78.549333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,20,8,58.912000,67.328000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,50,2,118.912000,237.824000
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,50,4,118.912000,158.549333
linear_projection,1x197x768,1x197x768,INT8,151296,151296,302592,16,50,8,118.912000,135.899429
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,10,2,1230.368000,2460.736000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,10,4,1230.368000,1640.490667
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,10,8,1230.368000,1406.134857
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,20,2,1250.368000,2500.736000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,20,4,1250.368000,1667.157333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,20,8,1250.368000,1428.992000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,50,2,1310.368000,2620.736000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,50,4,1310.368000,1747.157333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,2,50,8,1310.368000,1497.563429
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,10,2,625.184000,1250.368000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,10,4,625.184000,833.578667
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,10,8,625.184000,714.496000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,20,2,645.184000,1290.368000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,20,4,645.184000,860.245333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,20,8,645.184000,737.353143
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,50,2,705.184000,1410.368000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,50,4,705.184000,940.245333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,4,50,8,705.184000,805.924571
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,10,2,322.592000,645.184000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,10,4,322.592000,430.122667
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,10,8,322.592000,368.676571
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,20,2,342.592000,685.184000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,20,4,342.592000,456.789333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,20,8,342.592000,391.533714
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,50,2,402.592000,805.184000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,50,4,402.592000,536.789333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,8,50,8,402.592000,460.105143
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,10,2,171.296000,342.592000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,10,4,171.296000,228.394667
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,10,8,171.296000,195.766857
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,20,2,191.296000,382.592000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,20,4,191.296000,255.061333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,20,8,191.296000,218.624000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,50,2,251.296000,502.592000
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,50,4,251.296000,335.061333
linear_qkv,1x197x768,1x197x2304,FP32,605184,1815552,2420736,16,50,8,251.296000,287.195429
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,10,2,625.184000,1250.368000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,10,4,625.184000,833.578667
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,10,8,625.184000,714.496000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,20,2,645.184000,1290.368000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,20,4,645.184000,860.245333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,20,8,645.184000,737.353143
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,50,2,705.184000,1410.368000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,50,4,705.184000,940.245333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,2,50,8,705.184000,805.924571
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,10,2,322.592000,645.184000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,10,4,322.592000,430.122667
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,10,8,322.592000,368.676571
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,20,2,342.592000,685.184000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,20,4,342.592000,456.789333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,20,8,342.592000,391.533714
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,50,2,402.592000,805.184000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,50,4,402.592000,536.789333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,4,50,8,402.592000,460.105143
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,10,2,171.296000,342.592000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,10,4,171.296000,228.394667
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,10,8,171.296000,195.766857
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,20,2,191.296000,382.592000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,20,4,191.296000,255.061333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,20,8,191.296000,218.624000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,50,2,251.296000,502.592000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,50,4,251.296000,335.061333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,8,50,8,251.296000,287.195429
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,10,2,95.648000,191.296000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,10,4,95.648000,127.530667
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,10,8,95.648000,109.312000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,20,2,115.648000,231.296000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,20,4,115.648000,154.197333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,20,8,115.648000,132.169143
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,50,2,175.648000,351.296000
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,50,4,175.648000,234.197333
linear_qkv,1x197x768,1x197x2304,FP16,302592,907776,1210368,16,50,8,175.648000,200.740571
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,10,2,322.592000,645.184000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,10,4,322.592000,430.122667
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,10,8,322.592000,368.676571
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,20,2,342.592000,685.184000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,20,4,342.592000,456.789333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,20,8,342.592000,391.533714
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,50,2,402.592000,805.184000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,50,4,402.592000,536.789333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,2,50,8,402.592000,460.105143
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,10,2,171.296000,342.592000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,10,4,171.296000,228.394667
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,10,8,171.296000,195.766857
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,20,2,191.296000,382.592000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,20,4,191.296000,255.061333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,20,8,191.296000,218.624000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,50,2,251.296000,502.592000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,50,4,251.296000,335.061333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,4,50,8,251.296000,287.195429
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,10,2,95.648000,191.296000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,10,4,95.648000,127.530667
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,10,8,95.648000,109.312000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,20,2,115.648000,231.296000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,20,4,115.648000,154.197333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,20,8,115.648000,132.169143
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,50,2,175.648000,351.296000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,50,4,175.648000,234.197333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,8,50,8,175.648000,200.740571
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,10,2,57.824000,115.648000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,10,4,57.824000,77.098667
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,10,8,57.824000,66.084571
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,20,2,77.824000,155.648000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,20,4,77.824000,103.765333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,20,8,77.824000,88.941714
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,50,2,137.824000,275.648000
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,50,4,137.824000,183.765333
linear_qkv,1x197x768,1x197x2304,INT8,151296,453888,605184,16,50,8,137.824000,157.513143
