request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,gpu_only,0.0,59060.08351999993,59060.08351999993,False
1,gpu_only,10000.0,144824.89184000026,134824.89184000026,False
2,gpu_only,20000.0,235100.9852800007,215100.9852800007,False
3,gpu_only,30000.0,321938.67391999793,291938.67391999793,False
4,gpu_only,40000.0,398880.52415999485,358880.52415999485,False
5,gpu_only,50000.0,473876.8393599919,423876.8393599919,False
6,gpu_only,60000.0,565098.0076799977,505098.0076799977,False
7,gpu_only,70000.0,646973.661440006,576973.661440006,False
8,gpu_only,80000.0,723398.8534400144,643398.8534400144,False
9,gpu_only,90000.0,795063.4246400214,705063.4246400214,False
10,gpu_only,100000.0,874309.903680029,774309.903680029,False
11,gpu_only,110000.0,916996.4038400338,806996.4038400338,False
12,gpu_only,120000.0,983240.3408000398,863240.3408000398,False
13,gpu_only,130000.0,1012539.815360042,882539.815360042,False
14,gpu_only,140000.0,1057840.5596800381,917840.5596800381,False
15,gpu_only,150000.0,1099018.214400036,949018.214400036,False
16,gpu_only,160000.0,1130002.763520034,970002.763520034,False
17,gpu_only,170000.0,1167492.7494400314,997492.7494400314,False
18,gpu_only,180000.0,1201312.4246400292,1021312.4246400292,False
19,gpu_only,190000.0,1221675.467840028,1031675.467840028,False
20,gpu_only,200000.0,1245962.4547200259,1045962.4547200259,False
21,gpu_only,210000.0,1276664.2515200241,1066664.2515200241,False
22,gpu_only,220000.0,1291553.7171200232,1071553.7171200232,False
23,gpu_only,230000.0,1317393.0009600213,1087393.0009600213,False
24,gpu_only,240000.0,1340303.34496002,1100303.34496002,False
25,gpu_only,250000.0,1356330.950080019,1106330.950080019,False
26,gpu_only,260000.0,1370702.610240018,1110702.610240018,False
27,gpu_only,270000.0,1386732.303360017,1116732.303360017,False
28,gpu_only,280000.0,1401702.1680000157,1121702.1680000157,False
29,gpu_only,290000.0,1415994.0041600147,1125994.0041600147,False
30,gpu_only,300000.0,1431869.365120014,1131869.365120014,False
31,gpu_only,310000.0,1440435.9177600131,1130435.9177600131,False
32,gpu_only,320000.0,1449698.4320000128,1129698.4320000128,False
33,gpu_only,330000.0,1461596.7552000117,1131596.7552000117,False
34,gpu_only,340000.0,1473965.4172800109,1133965.4172800109,False
35,gpu_only,350000.0,1485397.3449600101,1135397.3449600101,False
36,gpu_only,360000.0,1494007.6304000095,1134007.6304000095,False
37,gpu_only,370000.0,1500669.4684800094,1130669.4684800094,False
38,gpu_only,380000.0,1506402.5894400089,1126402.5894400089,False
39,gpu_only,390000.0,1515903.213440008,1125903.213440008,False
40,gpu_only,400000.0,1522864.6764800074,1122864.6764800074,False
41,gpu_only,410000.0,1531177.596160007,1121177.596160007,False
42,gpu_only,420000.0,1535534.4780800063,1115534.4780800063,False
43,gpu_only,430000.0,1542375.517760006,1112375.517760006,False
44,gpu_only,440000.0,1545227.1654400057,1105227.1654400057,False
45,gpu_only,450000.0,1548846.0371200056,1098846.0371200056,False
46,gpu_only,460000.0,1555083.5283200052,1095083.5283200052,False
47,gpu_only,470000.0,1559027.4105600046,1089027.4105600046,False
48,gpu_only,480000.0,1562385.5267200044,1082385.5267200044,False
49,gpu_only,490000.0,1567068.622720004,1077068.622720004,False
50,gpu_only,500000.0,1569158.446400004,1069158.446400004,False
51,gpu_only,510000.0,1571444.2854400037,1061444.2854400037,False
52,gpu_only,520000.0,1573965.5328000034,1053965.5328000034,False
53,gpu_only,530000.0,1575582.9680000034,1045582.9680000034,False
54,gpu_only,540000.0,1577222.5328000032,1037222.5328000032,False
55,gpu_only,550000.0,1578661.811840003,1028661.8118400029,False
56,gpu_only,560000.0,1579993.1059200028,1019993.1059200028,False
57,gpu_only,570000.0,1581283.9232000026,1011283.9232000026,False
58,gpu_only,580000.0,1583765.8233600026,1003765.8233600026,False
59,gpu_only,590000.0,1583821.2985600024,993821.2985600024,False
60,gpu_only,600000.0,1583876.7737600023,983876.7737600023,False
61,gpu_only,610000.0,1583913.9017600024,973913.9017600024,False
62,gpu_only,620000.0,1583928.9001600023,963928.9001600023,False
63,gpu_only,630000.0,1583936.8601600023,953936.8601600023,False
