request_id,task_id,task_type,device,start_us,finish_us,duration_us
0,patch_embedding,patch_embedding,GPU,0.0,120.60550400000001,120.60550400000001
0,token_embedding,token_and_position_embedding,GPU,120.60550400000001,161.91654400000002,41.31104
0,block_00_norm1,layer_norm,GPU,161.91654400000002,215.331264,53.414719999999996
0,block_00_qkv,linear_qkv,GPU,215.331264,568.9172480000001,353.58598400000005
0,block_00_attention,self_attention,GPU,568.9172480000001,693.138496,124.22124799999997
0,block_00_proj,linear_projection,GPU,693.138496,814.333824,121.19532800000003
0,block_00_residual1,residual_add,GPU,814.333824,855.644864,41.311039999999984
0,block_00_norm2,layer_norm,GPU,855.644864,909.0595840000001,53.41472000000005
0,block_00_ffn_island,fused_ffn_island,FPGA,1057.5834240000002,1394.8035200000002,337.2200959999999
0,block_00_residual2,residual_add,GPU,1543.3273600000002,1584.6384000000003,41.3110400000001
0,block_01_norm1,layer_norm,GPU,1584.6384000000003,1638.0531200000005,53.41472000000005
0,block_01_qkv,linear_qkv,GPU,1638.0531200000005,1991.6391040000003,353.585984
0,block_01_attention,self_attention,GPU,1991.6391040000003,2115.8603520000006,124.22124800000019
0,block_01_proj,linear_projection,GPU,2115.8603520000006,2237.055680000001,121.19532800000015
0,block_01_residual1,residual_add,GPU,2237.055680000001,2278.3667200000004,41.31103999999988
0,block_01_norm2,layer_norm,GPU,2278.3667200000004,2331.7814400000007,53.41472000000005
0,block_01_ffn_island,fused_ffn_island,FPGA,2480.30528,2817.525376,337.2200960000001
0,block_01_residual2,residual_add,GPU,2966.049216,3007.3602559999995,41.31103999999988
0,block_02_norm1,layer_norm,GPU,3007.3602559999995,3060.7749759999997,53.41472000000005
0,block_02_qkv,linear_qkv,GPU,3060.7749759999997,3414.3609599999995,353.585984
0,block_02_attention,self_attention,GPU,3414.3609599999995,3538.582208,124.22124800000019
0,block_02_proj,linear_projection,GPU,3538.582208,3659.777536,121.19532800000015
0,block_02_residual1,residual_add,GPU,3659.777536,3701.0885759999996,41.31103999999988
0,block_02_norm2,layer_norm,GPU,3701.0885759999996,3754.503296,53.41472000000005
0,block_02_ffn_island,fused_ffn_island,FPGA,3903.0271359999992,4240.247231999999,337.22009599999967
0,block_02_residual2,residual_add,GPU,4388.771071999999,4430.082111999999,41.31104000000031
0,block_03_norm1,layer_norm,GPU,4430.082111999999,4483.496831999998,53.41471999999962
0,block_03_qkv,linear_qkv,GPU,4483.496831999998,4837.082815999998,353.58598399999954
0,block_03_attention,self_attention,GPU,4837.082815999998,4961.304063999998,124.22124799999976
0,block_03_proj,linear_projection,GPU,4961.304063999998,5082.499391999997,121.19532799999972
0,block_03_residual1,residual_add,GPU,5082.499391999997,5123.8104319999975,41.31104000000031
0,block_03_norm2,layer_norm,GPU,5123.8104319999975,5177.225151999997,53.41471999999962
0,block_03_ffn_island,fused_ffn_island,FPGA,5325.748991999997,5662.969087999996,337.22009599999967
0,block_03_residual2,residual_add,GPU,5811.492927999996,5852.8039679999965,41.31104000000031
0,block_04_norm1,layer_norm,GPU,5852.8039679999965,5906.218687999996,53.41471999999962
0,block_04_qkv,linear_qkv,GPU,5906.218687999996,6259.804671999997,353.5859840000004
0,block_04_attention,self_attention,GPU,6259.804671999997,6384.025919999996,124.22124799999976
0,block_04_proj,linear_projection,GPU,6384.025919999996,6505.221247999996,121.19532799999972
0,block_04_residual1,residual_add,GPU,6505.221247999996,6546.532287999996,41.31104000000031
0,block_04_norm2,layer_norm,GPU,6546.532287999996,6599.947007999996,53.41471999999962
0,block_04_ffn_island,fused_ffn_island,FPGA,6748.470847999995,7085.6909439999945,337.22009599999967
0,block_04_residual2,residual_add,GPU,7234.214783999994,7275.525823999995,41.31104000000031
0,block_05_norm1,layer_norm,GPU,7275.525823999995,7328.940543999995,53.41471999999962
0,block_05_qkv,linear_qkv,GPU,7328.940543999995,7682.526527999995,353.5859840000004
0,block_05_attention,self_attention,GPU,7682.526527999995,7806.747775999995,124.22124799999976
0,block_05_proj,linear_projection,GPU,7806.747775999995,7927.9431039999945,121.19532799999972
0,block_05_residual1,residual_add,GPU,7927.9431039999945,7969.254143999994,41.31104000000031
0,block_05_norm2,layer_norm,GPU,7969.254143999994,8022.668863999995,53.414720000000486
0,block_05_ffn_island,fused_ffn_island,FPGA,8171.192703999995,8508.412799999995,337.2200960000005
0,block_05_residual2,residual_add,GPU,8656.936639999994,8698.247679999995,41.31104000000031
0,block_06_norm1,layer_norm,GPU,8698.247679999995,8751.662399999996,53.414720000000486
0,block_06_qkv,linear_qkv,GPU,8751.662399999996,9105.248383999995,353.58598399999954
0,block_06_attention,self_attention,GPU,9105.248383999995,9229.469631999995,124.22124799999976
0,block_06_proj,linear_projection,GPU,9229.469631999995,9350.664959999995,121.19532799999972
0,block_06_residual1,residual_add,GPU,9350.664959999995,9391.975999999995,41.31104000000031
0,block_06_norm2,layer_norm,GPU,9391.975999999995,9445.390719999996,53.414720000000486
0,block_06_ffn_island,fused_ffn_island,FPGA,9593.914559999994,9931.134655999995,337.2200960000005
0,block_06_residual2,residual_add,GPU,10079.658495999995,10120.969535999995,41.31104000000031
0,block_07_norm1,layer_norm,GPU,10120.969535999995,10174.384255999996,53.414720000000486
0,block_07_qkv,linear_qkv,GPU,10174.384255999996,10527.970239999995,353.58598399999954
0,block_07_attention,self_attention,GPU,10527.970239999995,10652.191487999995,124.22124799999976
0,block_07_proj,linear_projection,GPU,10652.191487999995,10773.386815999995,121.19532799999972
0,block_07_residual1,residual_add,GPU,10773.386815999995,10814.697855999995,41.31104000000031
0,block_07_norm2,layer_norm,GPU,10814.697855999995,10868.112575999996,53.414720000000486
0,block_07_ffn_island,fused_ffn_island,FPGA,11016.636415999994,11353.856511999995,337.2200960000005
0,block_07_residual2,residual_add,GPU,11502.380351999995,11543.691391999995,41.31104000000031
0,block_08_norm1,layer_norm,GPU,11543.691391999995,11597.106111999996,53.414720000000486
0,block_08_qkv,linear_qkv,GPU,11597.106111999996,11950.692095999995,353.58598399999954
0,block_08_attention,self_attention,GPU,11950.692095999995,12074.913343999995,124.22124799999976
0,block_08_proj,linear_projection,GPU,12074.913343999995,12196.108671999995,121.19532799999972
0,block_08_residual1,residual_add,GPU,12196.108671999995,12237.419711999995,41.31104000000031
0,block_08_norm2,layer_norm,GPU,12237.419711999995,12290.834431999996,53.414720000000486
0,block_08_ffn_island,fused_ffn_island,FPGA,12439.358271999994,12776.578367999995,337.2200960000005
0,block_08_residual2,residual_add,GPU,12925.102207999995,12966.413247999995,41.31104000000031
0,block_09_norm1,layer_norm,GPU,12966.413247999995,13019.827967999996,53.414720000000486
0,block_09_qkv,linear_qkv,GPU,13019.827967999996,13373.413951999995,353.58598399999954
0,block_09_attention,self_attention,GPU,13373.413951999995,13497.635199999995,124.22124799999976
0,block_09_proj,linear_projection,GPU,13497.635199999995,13618.830527999995,121.19532799999972
0,block_09_residual1,residual_add,GPU,13618.830527999995,13660.141567999995,41.31104000000031
0,block_09_norm2,layer_norm,GPU,13660.141567999995,13713.556287999996,53.414720000000486
0,block_09_ffn_island,fused_ffn_island,FPGA,13862.080127999994,14199.300223999995,337.2200960000005
0,block_09_residual2,residual_add,GPU,14347.824063999995,14389.135103999995,41.31104000000031
0,block_10_norm1,layer_norm,GPU,14389.135103999995,14442.549823999996,53.414720000000486
0,block_10_qkv,linear_qkv,GPU,14442.549823999996,14796.135807999995,353.58598399999954
0,block_10_attention,self_attention,GPU,14796.135807999995,14920.357055999995,124.22124799999976
0,block_10_proj,linear_projection,GPU,14920.357055999995,15041.552383999995,121.19532799999972
0,block_10_residual1,residual_add,GPU,15041.552383999995,15082.863423999996,41.31104000000031
0,block_10_norm2,layer_norm,GPU,15082.863423999996,15136.278143999996,53.414720000000486
0,block_10_ffn_island,fused_ffn_island,FPGA,15284.801983999994,15622.022079999995,337.2200960000005
0,block_10_residual2,residual_add,GPU,15770.545919999993,15811.856959999992,41.31103999999858
0,block_11_norm1,layer_norm,GPU,15811.856959999992,15865.27167999999,53.41471999999875
0,block_11_qkv,linear_qkv,GPU,15865.27167999999,16218.85766399999,353.58598399999954
0,block_11_attention,self_attention,GPU,16218.85766399999,16343.07891199999,124.22124799999976
0,block_11_proj,linear_projection,GPU,16343.07891199999,16464.274239999988,121.19532799999972
0,block_11_residual1,residual_add,GPU,16464.274239999988,16505.58527999999,41.31103999999858
0,block_11_norm2,layer_norm,GPU,16505.58527999999,16558.999999999985,53.41471999999875
0,block_11_ffn_island,fused_ffn_island,FPGA,16707.523839999983,17044.743935999984,337.2200959999988
0,block_11_residual2,residual_add,GPU,17193.267775999982,17234.57881599998,41.31103999999858
0,final_norm,layer_norm,GPU,17234.57881599998,17287.99353599998,53.41471999999875
0,class_token_select,class_token_select,GPU,17287.99353599998,17293.11641599998,5.122879999999719
0,classifier,linear_classifier,GPU,17293.11641599998,17298.88441599998,5.767999999999746
