request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,fixed_manifest,0.0,18628.505279999998,18628.505279999998,True
1,fixed_manifest,16666.666666666668,36471.612373333315,19804.945706666647,True
2,fixed_manifest,33333.333333333336,53138.27903999999,19804.94570666665,True
3,fixed_manifest,50000.0,69804.94570666667,19804.945706666666,True
4,fixed_manifest,66666.66666666667,86471.61237333334,19804.945706666666,True
5,fixed_manifest,83333.33333333334,103138.27904000001,19804.945706666666,True
6,fixed_manifest,100000.0,119804.94570666667,19804.945706666666,True
7,fixed_manifest,116666.66666666667,136471.6123733334,19804.945706666724,True
8,fixed_manifest,133333.33333333334,153138.27904000005,19804.94570666671,True
9,fixed_manifest,150000.0,169804.94570666674,19804.94570666674,True
10,fixed_manifest,166666.6666666667,186471.6123733334,19804.94570666671,True
11,fixed_manifest,183333.33333333334,203138.27904000005,19804.94570666671,True
12,fixed_manifest,200000.0,219804.94570666674,19804.94570666674,True
13,fixed_manifest,216666.6666666667,236471.6123733334,19804.94570666671,True
14,fixed_manifest,233333.33333333334,253138.2790399998,19804.945706666447,True
15,fixed_manifest,250000.00000000003,269804.9457066664,19804.94570666636,True
16,fixed_manifest,266666.6666666667,286471.61237333313,19804.945706666447,True
17,fixed_manifest,283333.3333333334,303138.27903999976,19804.94570666639,True
18,fixed_manifest,300000.0,319804.94570666645,19804.945706666447,True
19,fixed_manifest,316666.6666666667,336471.61237333313,19804.945706666447,True
20,fixed_manifest,333333.3333333334,353138.2790399997,19804.94570666633,True
21,fixed_manifest,350000.0,369804.94570666645,19804.945706666447,True
22,fixed_manifest,366666.6666666667,386471.61237333313,19804.945706666447,True
23,fixed_manifest,383333.3333333334,403138.27903999976,19804.94570666639,True
24,fixed_manifest,400000.0,419804.94570666645,19804.945706666447,True
25,fixed_manifest,416666.6666666667,436471.6123733331,19804.94570666639,True
26,fixed_manifest,433333.3333333334,453138.2790399998,19804.945706666447,True
27,fixed_manifest,450000.00000000006,469804.94570666645,19804.94570666639,True
28,fixed_manifest,466666.6666666667,486471.61237333313,19804.945706666447,True
29,fixed_manifest,483333.3333333334,503138.2790400011,19804.945706667728,True
30,fixed_manifest,500000.00000000006,519804.94570666767,19804.94570666761,True
31,fixed_manifest,516666.6666666667,536471.6123733342,19804.945706667553,True
32,fixed_manifest,533333.3333333334,553138.279040001,19804.94570666761,True
33,fixed_manifest,550000.0,569804.9457066677,19804.945706667728,True
34,fixed_manifest,566666.6666666667,586471.6123733344,19804.94570666761,True
35,fixed_manifest,583333.3333333334,603138.279040001,19804.94570666761,True
36,fixed_manifest,600000.0,619804.9457066676,19804.94570666761,True
37,fixed_manifest,616666.6666666667,636471.6123733344,19804.94570666761,True
38,fixed_manifest,633333.3333333334,653138.279040001,19804.94570666761,True
39,fixed_manifest,650000.0,669804.9457066677,19804.945706667728,True
40,fixed_manifest,666666.6666666667,686471.6123733344,19804.94570666761,True
41,fixed_manifest,683333.3333333334,703138.2790400009,19804.945706667495,True
42,fixed_manifest,700000.0,719804.9457066677,19804.945706667728,True
43,fixed_manifest,716666.6666666667,736471.6123733344,19804.94570666761,True
44,fixed_manifest,733333.3333333334,753138.279040001,19804.94570666761,True
45,fixed_manifest,750000.0,769804.9457066677,19804.945706667728,True
46,fixed_manifest,766666.6666666667,786471.6123733342,19804.945706667495,True
47,fixed_manifest,783333.3333333334,803138.279040001,19804.94570666761,True
48,fixed_manifest,800000.0,819804.9457066677,19804.945706667728,True
49,fixed_manifest,816666.6666666667,836471.6123733344,19804.94570666761,True
50,fixed_manifest,833333.3333333334,853138.2790400011,19804.945706667728,True
51,fixed_manifest,850000.0000000001,869804.9457066676,19804.945706667495,True
52,fixed_manifest,866666.6666666667,886471.6123733344,19804.94570666761,True
53,fixed_manifest,883333.3333333334,903138.2790400011,19804.945706667728,True
54,fixed_manifest,900000.0000000001,919804.9457066677,19804.94570666761,True
55,fixed_manifest,916666.6666666667,936471.6123733344,19804.94570666761,True
56,fixed_manifest,933333.3333333334,953138.279040001,19804.94570666761,True
57,fixed_manifest,950000.0000000001,969804.9457066677,19804.94570666761,True
58,fixed_manifest,966666.6666666667,986471.6123733344,19804.94570666761,True
59,fixed_manifest,983333.3333333334,1003138.2790399996,19804.945706666214,True
60,fixed_manifest,1000000.0000000001,1019804.9457066662,19804.945706666098,True
61,fixed_manifest,1016666.6666666667,1036471.6123733328,19804.945706666098,True
62,fixed_manifest,1033333.3333333334,1053138.2790399995,19804.945706666098,True
63,fixed_manifest,1050000.0,1068688.500159995,18688.500159994932,True
