request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,gpu_only,0.0,24749.013440000006,24749.013440000006,True
1,gpu_only,25000.0,49749.01343999995,24749.01343999995,True
2,gpu_only,50000.0,74749.01344000002,24749.013440000024,True
3,gpu_only,75000.0,99749.01344000011,24749.01344000011,True
4,gpu_only,100000.0,124749.01344000013,24749.013440000126,True
5,gpu_only,125000.0,149749.0134400001,24749.013440000097,True
6,gpu_only,150000.0,174749.0134400001,24749.013440000097,True
7,gpu_only,175000.0,199749.0134400001,24749.013440000097,True
8,gpu_only,200000.0,224749.01344000013,24749.013440000126,True
9,gpu_only,225000.0,249749.01344000013,24749.013440000126,True
10,gpu_only,250000.0,274749.013439999,24749.01343999902,True
11,gpu_only,275000.0,299749.013439999,24749.01343999902,True
12,gpu_only,300000.0,324749.013439999,24749.01343999902,True
13,gpu_only,325000.0,349749.013439999,24749.01343999902,True
14,gpu_only,350000.0,374749.013439999,24749.01343999902,True
15,gpu_only,375000.0,399749.013439999,24749.01343999902,True
16,gpu_only,400000.0,424749.013439999,24749.01343999902,True
17,gpu_only,425000.0,449749.013439999,24749.01343999902,True
18,gpu_only,450000.0,474749.013439999,24749.01343999902,True
19,gpu_only,475000.0,499749.013439999,24749.01343999902,True
20,gpu_only,500000.0,524749.0134400026,24749.01344000257,True
21,gpu_only,525000.0,549749.0134400026,24749.01344000257,True
22,gpu_only,550000.0,574749.0134400026,24749.01344000257,True
23,gpu_only,575000.0,599749.0134400026,24749.01344000257,True
24,gpu_only,600000.0,624749.0134400026,24749.01344000257,True
25,gpu_only,625000.0,649749.0134400026,24749.01344000257,True
26,gpu_only,650000.0,674749.0134400026,24749.01344000257,True
27,gpu_only,675000.0,699749.0134400026,24749.01344000257,True
28,gpu_only,700000.0,724749.0134400026,24749.01344000257,True
29,gpu_only,725000.0,749749.0134400026,24749.01344000257,True
30,gpu_only,750000.0,774749.0134400026,24749.01344000257,True
31,gpu_only,775000.0,799749.0134400026,24749.01344000257,True
32,gpu_only,800000.0,824749.0134400026,24749.01344000257,True
33,gpu_only,825000.0,849749.0134400026,24749.01344000257,True
34,gpu_only,850000.0,874749.0134400026,24749.01344000257,True
35,gpu_only,875000.0,899749.0134400026,24749.01344000257,True
36,gpu_only,900000.0,924749.0134400026,24749.01344000257,True
37,gpu_only,925000.0,949749.0134400026,24749.01344000257,True
38,gpu_only,950000.0,974749.0134400026,24749.01344000257,True
39,gpu_only,975000.0,999749.0134400026,24749.01344000257,True
40,gpu_only,1000000.0,1024749.0134399984,24749.01343999838,True
41,gpu_only,1025000.0,1049749.0134399983,24749.013439998263,True
42,gpu_only,1050000.0,1074749.0134399985,24749.013439998496,True
43,gpu_only,1075000.0,1099749.0134399983,24749.013439998263,True
44,gpu_only,1100000.0,1124749.0134399985,24749.013439998496,True
45,gpu_only,1125000.0,1149749.0134399983,24749.013439998263,True
46,gpu_only,1150000.0,1174749.0134399983,24749.013439998263,True
47,gpu_only,1175000.0,1199749.0134399985,24749.013439998496,True
48,gpu_only,1200000.0,1224749.0134399983,24749.013439998263,True
49,gpu_only,1225000.0,1249749.0134399985,24749.013439998496,True
50,gpu_only,1250000.0,1274749.0134399983,24749.013439998263,True
51,gpu_only,1275000.0,1299749.0134399983,24749.013439998263,True
52,gpu_only,1300000.0,1324749.0134399985,24749.013439998496,True
53,gpu_only,1325000.0,1349749.0134399983,24749.013439998263,True
54,gpu_only,1350000.0,1374749.0134399985,24749.013439998496,True
55,gpu_only,1375000.0,1399749.0134399983,24749.013439998263,True
56,gpu_only,1400000.0,1424749.0134399983,24749.013439998263,True
57,gpu_only,1425000.0,1449749.0134399985,24749.013439998496,True
58,gpu_only,1450000.0,1474749.0134399983,24749.013439998263,True
59,gpu_only,1475000.0,1499749.0134399985,24749.013439998496,True
60,gpu_only,1500000.0,1524749.0134399983,24749.013439998263,True
61,gpu_only,1525000.0,1549749.0134399983,24749.013439998263,True
62,gpu_only,1550000.0,1574749.0134399985,24749.013439998496,True
63,gpu_only,1575000.0,1599749.0134399983,24749.013439998263,True
