request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,fixed_manifest,0.0,17993.789119999998,17993.789119999998,True
1,fixed_manifest,25000.0,42993.78912000002,17993.789120000023,True
2,fixed_manifest,50000.0,67993.78911999991,17993.789119999914,True
3,fixed_manifest,75000.0,92993.78911999975,17993.789119999754,True
4,fixed_manifest,100000.0,117993.78911999977,17993.78911999977,True
5,fixed_manifest,125000.0,142993.78912000058,17993.789120000583,True
6,fixed_manifest,150000.0,167993.78912000058,17993.789120000583,True
7,fixed_manifest,175000.0,192993.78912000055,17993.789120000554,True
8,fixed_manifest,200000.0,217993.78912000058,17993.789120000583,True
9,fixed_manifest,225000.0,242993.78912000058,17993.789120000583,True
10,fixed_manifest,250000.0,267993.7891199988,17993.789119998808,True
11,fixed_manifest,275000.0,292993.78911999887,17993.789119998866,True
12,fixed_manifest,300000.0,317993.7891199988,17993.789119998808,True
13,fixed_manifest,325000.0,342993.78911999887,17993.789119998866,True
14,fixed_manifest,350000.0,367993.7891199988,17993.789119998808,True
15,fixed_manifest,375000.0,392993.7891199988,17993.789119998808,True
16,fixed_manifest,400000.0,417993.78911999887,17993.789119998866,True
17,fixed_manifest,425000.0,442993.7891199988,17993.789119998808,True
18,fixed_manifest,450000.0,467993.78911999887,17993.789119998866,True
19,fixed_manifest,475000.0,492993.7891199988,17993.789119998808,True
20,fixed_manifest,500000.0,517993.78912000573,17993.789120005735,True
21,fixed_manifest,525000.0,542993.7891200057,17993.789120005677,True
22,fixed_manifest,550000.0,567993.7891200058,17993.789120005793,True
23,fixed_manifest,575000.0,592993.7891200057,17993.789120005677,True
24,fixed_manifest,600000.0,617993.7891200057,17993.789120005677,True
25,fixed_manifest,625000.0,642993.7891200057,17993.789120005677,True
26,fixed_manifest,650000.0,667993.7891200057,17993.789120005677,True
27,fixed_manifest,675000.0,692993.7891200058,17993.789120005793,True
28,fixed_manifest,700000.0,717993.7891200057,17993.789120005677,True
29,fixed_manifest,725000.0,742993.7891200057,17993.789120005677,True
30,fixed_manifest,750000.0,767993.7891200057,17993.789120005677,True
31,fixed_manifest,775000.0,792993.7891200057,17993.789120005677,True
32,fixed_manifest,800000.0,817993.7891200058,17993.789120005793,True
33,fixed_manifest,825000.0,842993.7891200057,17993.789120005677,True
34,fixed_manifest,850000.0,867993.7891200057,17993.789120005677,True
35,fixed_manifest,875000.0,892993.7891200057,17993.789120005677,True
36,fixed_manifest,900000.0,917993.7891200057,17993.789120005677,True
37,fixed_manifest,925000.0,942993.7891200058,17993.789120005793,True
38,fixed_manifest,950000.0,967993.7891200057,17993.789120005677,True
39,fixed_manifest,975000.0,992993.7891200057,17993.789120005677,True
40,fixed_manifest,1000000.0,1017993.7891199948,17993.78911999485,True
41,fixed_manifest,1025000.0,1042993.7891199947,17993.789119994733,True
42,fixed_manifest,1050000.0,1067993.789119995,17993.789119994966,True
43,fixed_manifest,1075000.0,1092993.7891199947,17993.789119994733,True
44,fixed_manifest,1100000.0,1117993.789119995,17993.789119994966,True
45,fixed_manifest,1125000.0,1142993.7891199947,17993.789119994733,True
46,fixed_manifest,1150000.0,1167993.7891199947,17993.789119994733,True
47,fixed_manifest,1175000.0,1192993.789119995,17993.789119994966,True
48,fixed_manifest,1200000.0,1217993.7891199947,17993.789119994733,True
49,fixed_manifest,1225000.0,1242993.789119995,17993.789119994966,True
50,fixed_manifest,1250000.0,1267993.7891199947,17993.789119994733,True
51,fixed_manifest,1275000.0,1292993.7891199947,17993.789119994733,True
52,fixed_manifest,1300000.0,1317993.789119995,17993.789119994966,True
53,fixed_manifest,1325000.0,1342993.7891199947,17993.789119994733,True
54,fixed_manifest,1350000.0,1367993.789119995,17993.789119994966,True
55,fixed_manifest,1375000.0,1392993.7891199947,17993.789119994733,True
56,fixed_manifest,1400000.0,1417993.7891199947,17993.789119994733,True
57,fixed_manifest,1425000.0,1442993.789119995,17993.789119994966,True
58,fixed_manifest,1450000.0,1467993.7891199947,17993.789119994733,True
59,fixed_manifest,1475000.0,1492993.789119995,17993.789119994966,True
60,fixed_manifest,1500000.0,1517993.7891199947,17993.789119994733,True
61,fixed_manifest,1525000.0,1542993.7891199947,17993.789119994733,True
62,fixed_manifest,1550000.0,1567993.789119995,17993.789119994966,True
63,fixed_manifest,1575000.0,1592993.7891199947,17993.789119994733,True
