request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,fixed_manifest,0.0,21941.230720000007,21941.230720000007,True
1,fixed_manifest,10000.0,37065.912959999965,27065.912959999965,True
2,fixed_manifest,20000.0,48130.08639999987,28130.08639999987,True
3,fixed_manifest,30000.0,59597.26943999976,29597.269439999764,True
4,fixed_manifest,40000.0,73315.94912000006,33315.94912000006,False
5,fixed_manifest,50000.0,82283.47936000008,32283.479360000085,False
6,fixed_manifest,60000.0,94253.79648000015,34253.79648000015,False
7,fixed_manifest,70000.0,105482.04064000021,35482.04064000021,False
8,fixed_manifest,80000.0,116115.23680000029,36115.23680000029,False
9,fixed_manifest,90000.0,126305.70048000033,36305.700480000334,False
10,fixed_manifest,100000.0,136035.0844800004,36035.0844800004,False
11,fixed_manifest,110000.0,146225.54816000047,36225.54816000047,False
12,fixed_manifest,120000.0,157225.83904000054,37225.839040000545,False
13,fixed_manifest,130000.0,167469.63616000066,37469.636160000664,False
14,fixed_manifest,140000.0,177713.43328000078,37713.43328000078,False
15,fixed_manifest,150000.0,188789.1872000009,38789.18720000089,False
16,fixed_manifest,160000.0,198979.65088000096,38979.65088000096,False
17,fixed_manifest,170000.0,209183.2172800011,39183.21728000109,False
18,fixed_manifest,180000.0,219386.7836800012,39386.78368000119,False
19,fixed_manifest,190000.0,229630.82688000132,39630.82688000132,False
20,fixed_manifest,200000.0,243256.3654400014,43256.36544000139,False
21,fixed_manifest,210000.0,250011.75424000144,40011.754240001435,False
22,fixed_manifest,220000.0,260353.7248000004,40353.724800000404,False
23,fixed_manifest,230000.0,270562.5356799994,40562.53567999939,False
24,fixed_manifest,240000.0,284062.4793599981,44062.47935999808,False
25,fixed_manifest,250000.0,294212.46623999707,44212.46623999707,False
26,fixed_manifest,260000.0,302140.7539199965,42140.753919996496,False
27,fixed_manifest,270000.0,313329.9833599954,43329.983359995415,False
28,fixed_manifest,280000.0,325188.14303999423,45188.14303999423,False
29,fixed_manifest,290000.0,336251.0403199931,46251.0403199931,False
30,fixed_manifest,300000.0,343864.67999999237,43864.67999999237,False
31,fixed_manifest,310000.0,357559.93951999117,47559.93951999117,False
32,fixed_manifest,320000.0,367379.5260799902,47379.5260799902,False
33,fixed_manifest,330000.0,377569.9897599892,47569.9897599892,False
34,fixed_manifest,340000.0,386426.9401599883,46426.9401599883,False
35,fixed_manifest,350000.0,399135.403839987,49135.403839987004,False
36,fixed_manifest,360000.0,408471.7811199861,48471.78111998609,False
37,fixed_manifest,370000.0,418684.37439998507,48684.37439998507,False
38,fixed_manifest,380000.0,428020.75167998415,48020.751679984154,False
39,fixed_manifest,390000.0,439021.0425599831,49021.04255998309,False
40,fixed_manifest,400000.0,449211.5062399821,49211.50623998209,False
41,fixed_manifest,410000.0,460385.43359998096,50385.433599980955,False
42,fixed_manifest,420000.0,470678.98047997983,50678.98047997983,False
43,fixed_manifest,430000.0,482103.65663997876,52103.656639978755,False
44,fixed_manifest,440000.0,492312.46751997777,52312.46751997777,False
45,fixed_manifest,450000.0,502502.9311999778,52502.931199977815,False
46,fixed_manifest,460000.0,512867.76863998105,52867.76863998105,False
47,fixed_manifest,470000.0,523021.5379199842,53021.5379199842,False
48,fixed_manifest,480000.0,533234.1311999874,53234.13119998737,False
49,fixed_manifest,490000.0,543424.5948799907,53424.59487999068,False
50,fixed_manifest,500000.0,553767.3027199939,53767.302719993866,False
51,fixed_manifest,510000.0,563931.854399997,53931.85439999704,False
52,fixed_manifest,520000.0,575039.0108800007,55039.01088000066,False
53,fixed_manifest,530000.0,584974.1472000036,54974.147200003616,False
54,fixed_manifest,540000.0,597526.5843200076,57526.58432000759,False
55,fixed_manifest,550000.0,606379.7523200104,56379.75232001045,False
56,fixed_manifest,560000.0,617093.9020800138,57093.902080013766,False
57,fixed_manifest,570000.0,627284.365760017,57284.36576001695,False
58,fixed_manifest,580000.0,637474.8294400203,57474.82944002026,False
59,fixed_manifest,590000.0,646220.7497600231,56220.749760023085,False
60,fixed_manifest,600000.0,652931.8793600253,52931.87936002528,False
61,fixed_manifest,610000.0,657960.748160027,47960.74816002697,False
62,fixed_manifest,620000.0,662543.6243200279,42543.624320027884,False
63,fixed_manifest,630000.0,665999.604480029,35999.60448002897,False
