path_kind,pcie_effective_bandwidth_GBps,one_way_fixed_latency_us,fpga_linear_speedup_over_gpu,policy,analytical_makespan_us,speedup_vs_gpu_only,offloaded_linear_tasks,cross_device_edges,logical_cross_device_bytes,physical_link_bytes,valid_for_target_prediction
host_staged_two_copy,16,20,2,static_all_fpga,29584.748256000083,0.7498585311605889,49,97,116198400,232396800,False
host_staged_two_copy,16,20,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,20,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,20,4,static_all_fpga,25340.274448000095,0.875459179320406,49,97,116198400,232396800,False
host_staged_two_copy,16,20,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,20,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,20,8,static_all_fpga,23218.037544000086,0.9554802308316886,49,97,116198400,232396800,False
host_staged_two_copy,16,20,8,communication_eft,21880.952320000055,1.0138670176490727,24,48,72622080,145244160,False
host_staged_two_copy,16,20,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,20,16,static_all_fpga,22156.919092000076,1.001239196653918,49,97,116198400,232396800,False
host_staged_two_copy,16,20,16,communication_eft,21162.431632000058,1.0482904922161524,36,72,101670912,203341824,False
host_staged_two_copy,16,50,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,2,static_all_fpga,32494.748256000086,0.6827065006698034,49,97,116198400,232396800,False
host_staged_two_copy,16,50,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,4,static_all_fpga,28250.274448000106,0.7852800125122499,49,97,116198400,232396800,False
host_staged_two_copy,16,50,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,8,static_all_fpga,26128.037544000097,0.8490639924502985,49,97,116198400,232396800,False
host_staged_two_copy,16,50,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
host_staged_two_copy,16,50,16,static_all_fpga,25066.919092000087,0.885006082741137,49,97,116198400,232396800,False
host_staged_two_copy,16,50,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,2,static_all_fpga,72671.62825600008,0.30526873285198997,49,97,116198400,116198400,False
shared_mapped_one_copy,2,5,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,4,static_all_fpga,68427.154448,0.32420427315677197,49,97,116198400,116198400,False
shared_mapped_one_copy,2,5,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,8,static_all_fpga,66304.917544,0.3345811546674264,49,97,116198400,116198400,False
shared_mapped_one_copy,2,5,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,5,16,static_all_fpga,65243.799092,0.3400227482265084,49,97,116198400,116198400,False
shared_mapped_one_copy,2,5,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,2,static_all_fpga,73156.62825600007,0.3032449198501781,49,97,116198400,116198400,False
shared_mapped_one_copy,2,10,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,4,static_all_fpga,68912.15444800002,0.3219225410916442,49,97,116198400,116198400,False
shared_mapped_one_copy,2,10,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,8,static_all_fpga,66789.917544,0.33215156849662747,49,97,116198400,116198400,False
shared_mapped_one_copy,2,10,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,10,16,static_all_fpga,65728.79909199997,0.3375137866272097,49,97,116198400,116198400,False
shared_mapped_one_copy,2,10,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,2,static_all_fpga,74126.62825600007,0.2992767429726488,49,97,116198400,116198400,False
shared_mapped_one_copy,2,20,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
