request_id,selected_mode,arrival_us,completion_us,latency_us,slo_met
0,fixed_manifest,0.0,18693.316479999998,18693.316479999998,True
1,fixed_manifest,16666.666666666668,36558.553173333305,19891.886506666637,True
2,fixed_manifest,33333.333333333336,53225.219839999976,19891.88650666664,True
3,fixed_manifest,50000.0,69891.88650666668,19891.886506666677,True
4,fixed_manifest,66666.66666666667,86558.55317333336,19891.88650666669,True
5,fixed_manifest,83333.33333333334,103225.21984000002,19891.886506666677,True
6,fixed_manifest,100000.0,119891.88650666668,19891.886506666677,True
7,fixed_manifest,116666.66666666667,136558.55317333338,19891.886506666706,True
8,fixed_manifest,133333.33333333334,153225.21984000003,19891.88650666669,True
9,fixed_manifest,150000.0,169891.88650666672,19891.88650666672,True
10,fixed_manifest,166666.6666666667,186558.55317333338,19891.88650666669,True
11,fixed_manifest,183333.33333333334,203225.21984000006,19891.88650666672,True
12,fixed_manifest,200000.0,219891.88650666672,19891.88650666672,True
13,fixed_manifest,216666.6666666667,236558.55317333338,19891.88650666669,True
14,fixed_manifest,233333.33333333334,253225.2198399998,19891.88650666646,True
15,fixed_manifest,250000.00000000003,269891.88650666643,19891.8865066664,True
16,fixed_manifest,266666.6666666667,286558.5531733331,19891.88650666643,True
17,fixed_manifest,283333.3333333334,303225.21983999974,19891.88650666637,True
18,fixed_manifest,300000.0,319891.88650666643,19891.88650666643,True
19,fixed_manifest,316666.6666666667,336558.5531733331,19891.88650666643,True
20,fixed_manifest,333333.3333333334,353225.21983999974,19891.88650666637,True
21,fixed_manifest,350000.0,369891.88650666643,19891.88650666643,True
22,fixed_manifest,366666.6666666667,386558.5531733331,19891.88650666643,True
23,fixed_manifest,383333.3333333334,403225.21983999974,19891.88650666637,True
24,fixed_manifest,400000.0,419891.88650666643,19891.88650666643,True
25,fixed_manifest,416666.6666666667,436558.55317333306,19891.88650666637,True
26,fixed_manifest,433333.3333333334,453225.2198399998,19891.88650666643,True
27,fixed_manifest,450000.00000000006,469891.88650666643,19891.88650666637,True
28,fixed_manifest,466666.6666666667,486558.5531733331,19891.88650666643,True
29,fixed_manifest,483333.3333333334,503225.219840001,19891.88650666765,True
30,fixed_manifest,500000.00000000006,519891.8865066676,19891.886506667535,True
31,fixed_manifest,516666.6666666667,536558.5531733342,19891.886506667535,True
32,fixed_manifest,533333.3333333334,553225.219840001,19891.886506667593,True
33,fixed_manifest,550000.0,569891.8865066677,19891.88650666771,True
34,fixed_manifest,566666.6666666667,586558.5531733342,19891.886506667477,True
35,fixed_manifest,583333.3333333334,603225.2198400008,19891.886506667477,True
36,fixed_manifest,600000.0,619891.8865066676,19891.886506667593,True
37,fixed_manifest,616666.6666666667,636558.5531733343,19891.886506667593,True
38,fixed_manifest,633333.3333333334,653225.219840001,19891.886506667593,True
39,fixed_manifest,650000.0,669891.8865066676,19891.886506667593,True
40,fixed_manifest,666666.6666666667,686558.5531733342,19891.886506667477,True
41,fixed_manifest,683333.3333333334,703225.2198400008,19891.886506667477,True
42,fixed_manifest,700000.0,719891.8865066677,19891.88650666771,True
43,fixed_manifest,716666.6666666667,736558.5531733343,19891.886506667593,True
44,fixed_manifest,733333.3333333334,753225.2198400008,19891.886506667477,True
45,fixed_manifest,750000.0,769891.8865066676,19891.886506667593,True
46,fixed_manifest,766666.6666666667,786558.5531733342,19891.886506667477,True
47,fixed_manifest,783333.3333333334,803225.219840001,19891.886506667593,True
48,fixed_manifest,800000.0,819891.8865066677,19891.88650666771,True
49,fixed_manifest,816666.6666666667,836558.5531733342,19891.886506667477,True
50,fixed_manifest,833333.3333333334,853225.219840001,19891.886506667593,True
51,fixed_manifest,850000.0000000001,869891.8865066676,19891.886506667477,True
52,fixed_manifest,866666.6666666667,886558.5531733343,19891.886506667593,True
53,fixed_manifest,883333.3333333334,903225.2198400011,19891.88650666771,True
54,fixed_manifest,900000.0000000001,919891.8865066676,19891.886506667477,True
55,fixed_manifest,916666.6666666667,936558.5531733342,19891.886506667477,True
56,fixed_manifest,933333.3333333334,953225.219840001,19891.886506667593,True
57,fixed_manifest,950000.0000000001,969891.8865066677,19891.886506667593,True
58,fixed_manifest,966666.6666666667,986558.5531733343,19891.886506667593,True
59,fixed_manifest,983333.3333333334,1003225.2198399998,19891.88650666643,True
60,fixed_manifest,1000000.0000000001,1019891.8865066664,19891.886506666313,True
61,fixed_manifest,1016666.6666666667,1036558.553173333,19891.886506666313,True
62,fixed_manifest,1033333.3333333334,1053225.2198399997,19891.886506666313,True
63,fixed_manifest,1050000.0,1068745.3513599948,18745.35135999485,True
