request_id,arrival_us,backlog_at_arrival,selected_mode
0,0.0,0,fixed_manifest
1,10000.0,1,fixed_manifest
2,20000.0,2,fixed_manifest
3,30000.0,2,fixed_manifest
4,40000.0,2,fixed_manifest
5,50000.0,3,fixed_manifest
6,60000.0,3,fixed_manifest
7,70000.0,3,fixed_manifest
8,80000.0,3,fixed_manifest
9,90000.0,3,fixed_manifest
10,100000.0,3,fixed_manifest
11,110000.0,3,fixed_manifest
12,120000.0,3,fixed_manifest
13,130000.0,3,fixed_manifest
14,140000.0,3,fixed_manifest
15,150000.0,3,fixed_manifest
16,160000.0,3,fixed_manifest
17,170000.0,3,fixed_manifest
18,180000.0,3,fixed_manifest
19,190000.0,3,fixed_manifest
20,200000.0,3,fixed_manifest
21,210000.0,3,fixed_manifest
22,220000.0,4,fixed_manifest
23,230000.0,3,fixed_manifest
24,240000.0,4,fixed_manifest
25,250000.0,4,fixed_manifest
26,260000.0,4,fixed_manifest
27,270000.0,4,fixed_manifest
28,280000.0,4,fixed_manifest
29,290000.0,4,fixed_manifest
30,300000.0,4,fixed_manifest
31,310000.0,4,fixed_manifest
32,320000.0,4,fixed_manifest
33,330000.0,4,fixed_manifest
34,340000.0,4,fixed_manifest
35,350000.0,4,fixed_manifest
36,360000.0,4,fixed_manifest
37,370000.0,4,fixed_manifest
38,380000.0,4,fixed_manifest
39,390000.0,4,fixed_manifest
40,400000.0,4,fixed_manifest
41,410000.0,4,fixed_manifest
42,420000.0,4,fixed_manifest
43,430000.0,4,fixed_manifest
44,440000.0,4,fixed_manifest
45,450000.0,5,fixed_manifest
46,460000.0,5,fixed_manifest
47,470000.0,5,fixed_manifest
48,480000.0,5,fixed_manifest
49,490000.0,5,fixed_manifest
50,500000.0,5,fixed_manifest
51,510000.0,5,fixed_manifest
52,520000.0,5,fixed_manifest
53,530000.0,5,fixed_manifest
54,540000.0,5,fixed_manifest
55,550000.0,5,fixed_manifest
56,560000.0,5,fixed_manifest
57,570000.0,5,fixed_manifest
58,580000.0,5,fixed_manifest
59,590000.0,5,fixed_manifest
60,600000.0,5,fixed_manifest
61,610000.0,5,fixed_manifest
62,620000.0,5,fixed_manifest
63,630000.0,5,fixed_manifest
